topic,dashboard_city,dashboard_index,dashboard_name,component_id,component_index,component_name,chart_types,map_layer_count,map_layer_types,has_history,update_freq,source,use_case,short_desc,links,contributors
"圖資資訊","public","map-layers-taipei","圖資資訊","106","hospitals","醫療院所分布","","0","","false","1 year","衛生局","除可以在地圖頁面概覽臺北市醫療院所分布與其相關資訊，也建議與其他組件之圖資套疊，在交叉比對中發掘洞見。","顯示臺北市當前各診所與醫院分布。","https://data.taipei/dataset/detail?id=ffdd5753-30db-4c38-b65f-b77892773d60","doit"
"圖資資訊","public","map-layers-taipei","圖資資訊","219","bike_map","自行車道路網圖資","","0","","false","","交通局交工處","使用於地圖分析、交通規劃與旅遊建議，雙北的自行車路網可與其他圖資套疊，提供更深入的洞察。透過將自行車道與人口密度、交通流量或公車捷運路線交叉比對，可優化城市規劃，提高自行車友善程度。對於旅遊應用，可將自行車道與景點、商圈、飯店位置結合，推薦最佳騎行路線，提升遊憩體驗。此外，政府與企業可藉由數據分析發掘需求熱點，進一步優化自行車基礎設施與共享單車系統。","顯示雙北當前自行車路網分布。","https://tdx.transportdata.tw/api/basic/v2/Cycling/Shape/City/Taipei?%24top=30&%24format=JSON;https://tdx.transportdata.tw/api/basic/v2/Cycling/Shape/City/NewTaipei?%24top=30&%24format=JSON","doit;ntpc"
"捷運系統","taipei","metro","捷運系統","73","metro_passengers","捷運人流趨勢","","0","","true","30 minute","捷運公司","掌握過去一段時間內台北市捷運進出站人流變化，包括高峰與低峰時段，有助於更好地管理交通流量與安排車輛運行。","顯示過去一段時間內全市捷運進出站人流變化。","https://data.taipei/dataset/detail?id=63f31c7e-7fc3-418b-bd82-b95158755b4d;https://www.metro.taipei/cp.aspx?n=BDEB860F2BE3E249","doit"
"捷運系統","taipei","metro","捷運系統","79","metro_blue_line","板南線擁擠程度","","0","","false","1 minute","捷運公司","了解全市捷運板南線各車廂擁擠情況，以數字與顏色呈現，這有助於乘客選擇車廂並提高乘車舒適度。","顯示當前全市捷運淡水線各車廂擁擠情況。","https://www.metro.taipei/cp.aspx?n=BDEB860F2BE3E249","doit"
"捷運系統","taipei","metro","捷運系統","116","metro_red_line","淡水信義線擁擠程度","","0","","false","1 minute","捷運公司","了解全市捷運淡水信義線各車廂擁擠情況，以數字與顏色呈現，這有助於乘客選擇車廂並提高乘車舒適度。","顯示當前全市捷運淡水信義線各車廂擁擠情況。","https://www.metro.taipei/cp.aspx?n=BDEB860F2BE3E249","doit"
"捷運系統","taipei","metro","捷運系統","117","metro_orange_line","中和新蘆線擁擠程度","","0","","false","1 minute","捷運公司","了解全市捷運中和新蘆線各車廂擁擠情況，以數字與顏色呈現，這有助於乘客選擇車廂並提高乘車舒適度。","顯示當前全市捷運中和新蘆線各車廂擁擠情況。","https://www.metro.taipei/cp.aspx?n=BDEB860F2BE3E249","doit"
"捷運系統","taipei","metro","捷運系統","68","metro_green_line","松山新店線擁擠程度","","0","","false","1 minute","捷運公司","了解全市捷運松山新店線各車廂擁擠情況，以數字與顏色呈現，這有助於乘客選擇車廂並提高乘車舒適度。","顯示當前全市捷運松山新店線各車廂擁擠情況。","https://www.metro.taipei/cp.aspx?n=BDEB860F2BE3E249","doit"
"捷運系統","taipei","metro","捷運系統","217","metro_br_line","文湖線擁擠程度","","0","","false","1 minute","捷運公司","了解全市捷運文湖線各車廂擁擠情況，以數字與顏色呈現，這有助於乘客選擇車廂並提高乘車舒適度。","顯示當前全市捷運文湖線各車廂擁擠情況。","https://www.metro.taipei/cp.aspx?n=BDEB860F2BE3E249","doit"
"道路交通","taipei","traffic","道路交通","57","traffic","交通路況","","0","","true","","交通局","整體道路暢通情況反映了交通繁忙程度，可以透過與過去平均對比判斷當下交通是否出現異常情況。","顯示當前全市道路暢通情況。","https://data.taipei/dataset/detail?id=e57afe7f-3c9e-4f31-9208-eed859a92600","doit"
"道路交通","taipei","traffic","道路交通","114","public_parking_lots","公共停車場","","0","","false","1 month","交通局","了解公共停車場汽車、機車及充電站的使用情況，有助於掌握當前全市公共停車設施的使用情況，以便提供更優化的交通規劃。","顯示當前全市公共停車場汽車、機車的使用情況。","https://data.taipei/dataset/detail?id=d5c0656b-5250-4179-a491-c94daa56ef2c","doit"
"道路交通","taipei","traffic","道路交通","20","traffic_todaywork","今日施工資訊","","0","","true","10 minute","工務局","圖表僅呈現行政區的施工數量統計，若要得知更具體的施工位置資訊，可透過地圖模式查詢。","顯示當前全市道路施工的數量統計。","https://data.taipei/dataset/detail?id=c208dabd-2da0-4e6d-8dbd-a004b9782b0a","doit"
"道路交通","taipei","traffic","道路交通","22","traffic_accident","最新交通事故月統計","","0","","true","1 year","警察局","透過交通事故的統計資料的呈現，我們能更直觀地了解臺北市的交通事故情況，並尋找可能的高風險地區。","顯示交通事故統計。","https://data.taipei/dataset/detail?id=0554bac7-cbc2-4ef3-a55e-0aad3dd4ee1d;https://data.taipei/dataset/detail?id=2f238b4f-1b27-4085-93e9-d684ef0e2735","doit"
"道路交通","taipei","traffic","道路交通","176","cctv","監視器分佈","","0","","false","","交通局","顯示交通局監控中心掌握的公有 CCTV 監視器資訊，對於了解台北市監視器數量與點位情況提供了重要參考。此資訊有助於監控城市安全和交通狀況，但不包括私人安裝的監視器或其他非公共場所的監控設備。","顯示台北市監視器所在位置，以及即時影像。","https://data.taipei/dataset/detail?id=50a5c4ec-9515-4c30-b83f-30b66e37053d","林湛;喻雋凱;方聖傑;楊采維;劉碩亭"
"共享單車","taipei","youbike","共享單車","60","youbike_availability","YouBike使用情況","","0","","false","10 minute","交通部","藉由顯示雙北地區 YouBike 的使用情況，以及觀察可借車輛數約為車柱總數的一半，可大致掌握目前停放於站點與使用中車輛的整體分布情形。使用者亦可透過地圖模式查詢雙北各站點的即時資訊，包括可借車輛數、可還空位數及站點位置，方便規劃路線與掌握使用狀況，提升共享單車的便利性與使用效率。","顯示當前雙北共享單車YouBike的使用情況。","https://tdx.transportdata.tw/api-service/swagger/basic/2cc9b888-a592-496f-99de-9ab35b7fb70d#/Bike/BikeApi_Availability_2181;https://tdx.transportdata.tw/api/basic/v2/Bike/Availability/City/NewTaipei?%24top=30&%24format=JSON","doit;ntpc"
"共享單車","taipei","youbike","共享單車","143","youbike_weekday","YouBike2.0週間群像","","0","","false","","資訊局","透過本組件的起訖分佈，您可以發現使用者在週間如何透過YouBike2.0移動，對於規畫通勤的大眾運輸與最後一哩路有相當幫助。","顯示台北市YouBike2.0週間群像。","https://data.taipei/dataset/detail?id=c7dbdb7c-6bbd-495a-bd23-49b22defd83e","doit"
"共享單車","taipei","youbike","共享單車","288","youbike_weekday_eyb","YouBike2.0E週間群像","","0","","false","","資訊局","透過本組件的起訖分佈，您可以發現使用者在週間如何透過YouBike2.0E移動，對於規畫通勤的大眾運輸與最後一哩路有相當幫助。","顯示台北市YouBike2.0E週間群像。","https://data.taipei/dataset/detail?id=2bd98881-744c-46e7-970e-4d06f420e14b","doit"
"共享單車","taipei","youbike","共享單車","142","youbike_weekend","YouBike2.0週末群像","","0","","false","","資訊局","透過本組件的起訖分佈，您可以發現使用者在週末如何透過YouBike2.0移動，對於規劃大眾運輸與最後一哩路有相當幫助。","顯示台北市YouBike2.0週末群像。","https://data.taipei/dataset/detail?id=c7dbdb7c-6bbd-495a-bd23-49b22defd83e","doit"
"共享單車","taipei","youbike","共享單車","287","youbike_weekend_eyb","YouBike2.0E週末群像","","0","","false","","資訊局","透過本組件的起訖分佈，您可以發現使用者在週末如何透過YouBike2.0E移動，對於規劃大眾運輸與最後一哩路有相當幫助。","顯示台北市YouBike2.0E週末群像。","https://data.taipei/dataset/detail?id=2bd98881-744c-46e7-970e-4d06f420e14b","doit"
"共享單車","taipei","youbike","共享單車","144","youbike_avail_pct","YouBike見車率","","0","","true","","資訊局","透過本組件，您可以快速掌握全市共享單車的供應狀況，在地圖模式中輕鬆找到車輛較多的站點，並即時了解分布情形，方便您規劃更順暢的出行方式","顯示台北市YouBike站點見車率。","https://data.taipei/dataset/detail?id=ba0dafae-043c-4730-b97e-2defd7af766c","doit"
"共享單車","taipei","youbike","共享單車","289","youbike_park_pct","YouBike見位率","","0","","false","","資訊局","透過本組件，您可以快速掌握全市共享單車的供應狀況，在地圖模式中輕鬆找到車位較多的站點，並即時了解分布情形，方便您規劃更順暢的出行方式","顯示台北市YouBike站點見位率。","https://data.taipei/dataset/detail?id=ba0dafae-043c-4730-b97e-2defd7af766c","doit"
"都市規劃","taipei","planning","都市規劃","34","building_landuse","都市計畫用地類型","","0","","false","1 year","都發局","圖表顯示全市都市計畫用地類型與面積統計，如需更詳細的都市計畫圖資，可透過地圖模式查詢。","顯示全市都市計畫用地的類型和面積統計。","https://data.taipei/dataset/detail?id=3bab0a01-7936-4218-8cb5-f74dfcb43dda","doit"
"都市規劃","taipei","planning","都市規劃","42","building_age","全市屋齡分布","","0","","false","1 year","都發局","屋齡的計算基準是以建物使用執照生效年份起算，這可以作為了解台北市建築屋齡分佈情況的參考依據。","顯示當前全市建築屋齡分佈情況。","https://data.taipei/dataset/detail?id=c876ff02-af2e-4eb8-bd33-d444f5052733","doit"
"都市規劃","taipei","planning","都市規劃","33","building_publand","公有土地","","0","","false","1 month","地政局","圖表涵蓋國有、市有、公私共有土地類型，同時包含道路面積的統計，這能讓我們對台北市公有土地的類型與總面積有更清晰的了解。","顯示全市公有土地的類型和總面積。","https://data.taipei/dataset/detail?id=ca644935-035e-4ecf-bd93-3d8df351bdb7","doit"
"都市規劃","taipei","planning","都市規劃","103","parks","公園綠地","","0","","false","","工務局","圖表所顯示的公園類別的面積與分佈位置，能夠幫助我們更深入了解不同公園類型的分佈情況。","顯示全市各公園類別的面積和分布位置。","https://data.taipei/dataset/detail?id=5b277432-f534-4d09-a24c-d3f6b514e042","doit"
"都市規劃","taipei","planning","都市規劃","104","green_spaces","都市綠地","","0","","false","","工務局","綠地（保護區、農業區等）的面積與分佈位置透過圖表來呈現，有助於瞭解台北市的綠地格局。","顯示全市各綠地類別的面積和分布位置。","https://data.taipei/dataset/detail?id=5b277432-f534-4d09-a24c-d3f6b514e042","doit"
"都市規劃","taipei","planning","都市規劃","111","gardens","田園城市","","0","","false","","工務局","台北市田園的面積與分布位置資料將幫助我們探討田園在城市中的分佈情況及其相關性。","顯示全市各田園類別的面積和分布位置。","https://data.taipei/dataset/detail?id=32adce69-45ca-4f9c-a8d6-0f7cf27fa556","doit"
"城市建設","taipei","construction","城市建設","28","building_renew","都市更新案件","","0","","false","1 day","都發局都市更新處","圖表所呈現的內容僅限於社會住宅類型及案件統計，若需更詳細的資料或特定範圍的更新案件資訊，可透過地圖模式進行查詢。","顯示全市在冊都市更新案件數量及類型統計。","https://gis.uro.taipei/r_progress.aspx","doit"
"城市建設","taipei","construction","城市建設","29","social_house","社會住宅建設進度","","0","","false","1 day","都發局","了解台北市社會住宅的興建進度及其具體位置，以及如何與社會福利機構的設置相關聯，並考慮人口需求的分布，從而制定更適合提供社會福利服務的社會住宅計畫。","顯示目前社會住宅點位及建設進度。","https://data.taipei/dataset/detail?id=659c3565-df41-4f80-915f-95e83071bdcd","doit"
"城市建設","taipei","construction","城市建設","140","building_license","建照使照發照量","","0","","true","1 month","都發局建管處","藉由這些圖表數據，我們可以追蹤使照與建照的變化趨勢，並進一步分析相關因素對於發照量的影響，以助於對都市發展和建設進行更明確的規劃與評估","顯示今年一月開始台北市使照與建照的發照量。","https://data.taipei/dataset/detail?id=d8834353-ff8e-4a6c-9730-a4d3541f2669;https://data.taipei/dataset/detail?id=0816f991-e6c8-4da0-a789-d022fee1462b","doit"
"城市建設","taipei","construction","城市建設","108","street_lamps","路燈分佈","","0","","false","","工務局公園處","顯示工務局路燈處掌握的公有路燈資訊，對於了解台北市路燈數量與點位情況提供了重要參考，但不包含私人設立的路燈或夜間照明。","顯示全市路燈的數量和點位。","https://data.taipei/dataset/detail?id=262e80cf-579c-4bfb-ba73-31621bc84616","doit"
"城市建設","taipei","construction","城市建設","110","street_trees","行道樹","","0","","false","","工務局","台北市行道樹的數量與分布位置資料，將幫助我們掌握行道樹的疏密情況，並進一步比較其與其他指標的相關性。","顯示全市各行政區的行道樹數量和分布位置。","https://data.taipei/dataset/detail?id=7a49d00c-a5ff-4a6b-be9e-aaa6dc1ff7e8","doit"
"城市建設","taipei","construction","城市建設","291","sustainable_campus","永續校園推動概況","","0","","false","","教育局","可用於分析臺北市各行政區永續校園建設之推動密度與進度落差，支援教育單位與市府評估資源配置與工程時程，作為後續加強特定區域或學校投資的重要參考依據。","臺北市各行政區新世代智慧永續校園推動情形","https://data.taipei/dataset/detail?id=8b587c95-6eff-4feb-97fd-a7e847a92e01","doit"
"婦幼資源","taipei","childcare","婦幼資源","150","childcare_resource","育兒支持資源","","0","","false","1 month","社會局","顯示臺北市育兒支持資源統計。","顯示臺北市育兒支持資源統計。","https://data.taipei/dataset/detail?id=fd4779d0-827d-4ab3-8f65-2a356abad6d9;https://data.taipei/dataset/detail?id=7262cdae-18e7-4d33-a842-4978cbc84d43;https://data.taipei/dataset/detail?id=41c729ce-c848-492a-b7a6-db468f06c17c;https://data.taipei/dataset/detail?id=a7462972-0380-4987-99fb-2071e798ce66;https://data.taipei/dataset/detail?id=7c66efcd-d073-401c-b18a-7a46728776c4;https://data.taipei/dataset/detail?id=9c9a3f77-8340-48d8-bc0e-f9155521b758;https://data.taipei/dataset/detail?id=081df75e-85c7-464c-b125-546920911c5c;https://data.taipei/dataset/detail?id=01ac5a1d-dfc3-44c7-84a7-6d76bcb2879b","台灣大哥大;楊明倫;顏佑軒;徐慶怡;林昭宏;蔡宜秀;doit"
"婦幼資源","taipei","childcare","婦幼資源","151","parental_leave","育嬰假性別比","","0","","false","1 year","主計處","從本組件可以看見育嬰假政策落實父母皆能請的落實成效，臺北市近五年資料顯示請假人數逐漸上升，而男性的比例亦逐年提升。","顯示臺北市已釋出資料近五年育嬰假性別比例變化。","https://data.taipei/dataset/detail?id=48eb75e3-8694-433d-87cd-01b08668bcc7","台灣大哥大;楊明倫;顏佑軒;徐慶怡;林昭宏;蔡宜秀;doit"
"婦幼資源","taipei","childcare","婦幼資源","153","gynecology_clinic","婦產科診所與醫院分佈","","0","","false","1 year","衛生局","此圖為懷孕期使用者設計，透過地圖增加民眾使用上的便利性。","此圖顯示各行政區婦產科診所及醫院總和個數。","https://data.taipei/dataset/detail?id=ffdd5753-30db-4c38-b65f-b77892773d60;https://data.taipei/dataset/detail?id=83dc0502-245a-4d77-99f4-786127cedea2","0021;許富盈;張庭梧;梁璿安;陳又華;doit"
"婦幼資源","taipei","childcare","婦幼資源","154","newborn_stats","幼兒人數統計","","0","","true","","民政局","此圖為政府機關或嬰幼兒服務提供者設計，可以做為政策方針的參考。","此圖顯示各行政區幼兒人口年齡分布。","https://data.taipei/dataset/detail?id=6b17b31d-4e16-495e-95b1-9fd1f47c80d8;https://data.taipei/dataset/detail?id=a6394e3f-3514-4542-87bd-de4310a40db3","0021;許富盈;張庭梧;梁璿安;陳又華;doit"
"婦幼資源","taipei","childcare","婦幼資源","155","breastfeeding_room","哺集乳室分佈","","0","","false","","衛生局","透過此圖，能夠清晰地看到每個行政區中哺集乳室相關設施的分佈情況，以及各項相關設施的數量。","此圖顯示台北市各行政區的哺集乳室資訊。","https://data.taipei/dataset/detail?id=5d1d34d8-1b81-4162-87b6-05e0896af958","0021;許富盈;張庭梧;梁璿安;陳又華;doit"
"婦幼資源","taipei","childcare","婦幼資源","156","maternity_hospitals","生育補助合約醫院","","0","","true","","衛生局","本組件致力於協助您快速了解提供各種生育篩檢補助的醫院，並呈現各行政區簽約狀況作為施政參考。","展示與台北市簽訂生育篩檢補助合約的各個醫療機構。","https://data.taipei/dataset/detail?id=9ee72240-f9b3-42a7-bcbe-e1bb1a28a2dc;https://data.taipei/dataset/detail?id=a14dd58c-ecef-480c-b574-889ecfa631c3","mosquito;李冠儀;陳柏睿;吳典叡;劉庭均;吳承羲;doit"
"為民服務","taipei","services","為民服務","176","cctv","監視器分佈","","0","","false","","交通局","顯示交通局監控中心掌握的公有 CCTV 監視器資訊，對於了解台北市監視器數量與點位情況提供了重要參考。此資訊有助於監控城市安全和交通狀況，但不包括私人安裝的監視器或其他非公共場所的監控設備。","顯示台北市監視器所在位置，以及即時影像。","https://data.taipei/dataset/detail?id=50a5c4ec-9515-4c30-b83f-30b66e37053d","林湛;喻雋凱;方聖傑;楊采維;劉碩亭"
"為民服務","taipei","services","為民服務","177","road_control","道路管制","","0","","false","1 day","工務局","使用這個儀表板組件時，市民可以在出行前查看當天的道路管制情況，避免交通擁堵。企業物流部門也能使用該組件來調整運輸路線，確保運輸效率。活動主辦方可以查看集會路段狀態，便於活動安排和管理。","顯示台北市的道路管制地點。","https://data.taipei/dataset/detail?id=7c81e793-a67f-4b44-86df-8788af892368;https://data.taipei/dataset/detail?id=aaea574f-9264-4d9f-b4cd-5b0fced7e37c","蘇詠智;黃筠涵;蔡誌洧;陳泓霖"
"為民服務","taipei","services","為民服務","141","garbage_truck","垃圾車收運點位","","0","","false","","環保局","透過這些點位資訊，我們可以更有效地安排垃圾車的收運路線，提升垃圾處理的效率，同時也能了解垃圾處理設施的分佈情況，並根據需求進行相應的環保政策調整。","顯示台北市所有垃圾車收運的點位。","https://data.taipei/dataset/detail?id=6bb3304b-4f46-4bb0-8cd1-60c66dcd1cae","doit"
"為民服務","taipei","services","為民服務","178","cdc_enterovirus","腸病毒流行情形警示","","0","","true","1 week","疾管署","爸媽若看到紅燈，可以選��加強自身及兒童的健康管理，降低接觸及感染腸病毒的風險。","以警示燈號表示台北市腸病毒感染之情況。","https://data.cdc.gov.tw/dataset/hi-outpatient-emergency-visit-enteroviral-infection","羅宇成;房俊傑;歐家維;謝智正;詹彥杰"
"為民服務","taipei","services","為民服務","20","traffic_todaywork","今日施工資訊","","0","","true","10 minute","工務局","圖表僅呈現行政區的施工數量統計，若要得知更具體的施工位置資訊，可透過地圖模式查詢。","顯示當前全市道路施工的數量統計。","https://data.taipei/dataset/detail?id=c208dabd-2da0-4e6d-8dbd-a004b9782b0a","doit"
"為民服務","taipei","services","為民服務","7","patrol_criminalcase","刑事統計","","0","","false","1 month","主計處","藉由掌握台北市刑事案件近2年的統計資訊，我們可以瞭解案件的增減趨勢及相關特徵，有助於制定更有效的治安策略。","顯示近兩年每月的刑案統計資訊。","https://data.taipei/dataset/detail?id=dc7e246a-a88e-42f8-8cd6-9739209af774","doit"
"為民服務","taipei","services","為民服務","5","circular","臺北市陳情系統","","0","","true","1 month","研考會","透過陳情案件的統計資訊，我們可以追蹤前一個月台北市各行政區收到的陳情案件，也可了解一年內每個月的陳情案件總數變化。","顯示前一個月臺北市陳情系統所接收到的陳情案件。","https://data.taipei/dataset/detail?id=cb423c17-88eb-4231-a725-f1b93247d1bf","doit"
"為民服務","taipei","services","為民服務","210","youth_enterpreneurship_financing_loan_count","臺北市青年創業融資貸款累計件數統計","","0","","false","","青年局","用於分析臺北市青年創業融資貸款件數的統計，可協助政府評估政策成效、金融機構規劃貸款方案，並為創業者提供資金申請參考。透過數據掌握趨勢，有助於優化資源分配，提升青年創業成功率。
","顯示臺北市青年創業融資貸款件數統計","https://data.taipei/dataset/detail?id=8d7527ee-1998-4101-9f96-6fe60137c266","doit"
"為民服務","taipei","services","為民服務","211","youth_enterpreneurship_financing_loan_approval","臺北市青年創業融資貸款核准狀態","","0","","false","","青年局","用於政府政策評估、金融機構貸款策略調整，以及創業者申請貸款時的資金規劃與風險評估參考。
","顯示臺北市青年創業融資貸款核准狀態","https://data.taipei/dataset/detail?id=8d7527ee-1998-4101-9f96-6fe60137c266","doit"
"為民服務","taipei","services","為民服務","244","district_population_gender","各行政區性別人口分布","","0","","false","1 month","臺北市政府民政局","本圖表可用於瞭解不同行政區性別人口結構，例如針對長照、婦幼設施、社福資源進行區位分析。","依據性別統計臺北市各行政區人口分布。","https://data.taipei/dataset/detail?id=a6394e3f-3514-4542-87bd-de4310a40db3","doit"
"為民服務","taipei","services","為民服務","245","district_population_age","各行政區年齡層人口分布","","0","","false","1 month","臺北市政府民政局","透過本圖表可快速比對不同區域之年齡結構，進一步應用於托育、長照、青年住宅等政策與資源規劃評估。","顯示臺北市各行政區年齡層人口分布。","https://data.taipei/dataset/detail?id=a6394e3f-3514-4542-87bd-de4310a40db3","doit"
"為民服務","taipei","services","為民服務","286","attraction_cctv","觀光景點直播","","0","","false","","觀傳局","可與其他交通或公共安全圖層交叉比對，提供觀光、交通流量與市民出行決策之參考。","顯示臺北市景點直播鏡頭。","https://www.youtube.com/channel/UCJLjpq7pTJRbP3vtx0LxB9Q","doit"
"為民服務","taipei","services","為民服務","290","cooling_point","涼適點","","0","","false","","環保局","可用於分析臺北市各行政區在高溫期間的避暑資源佈局與可近性，協助政府評估氣候韌性措施成效，並規劃新增涼適據點或加強既有設施管理，促進民眾健康與城市永續發展。","臺北市各行政區涼適點分布","https://data.taipei/dataset/detail?id=a98a3e0e-a36f-43fa-82f8-b09a3011a47a","doit"
"圖資資訊","taipei","map-layers-taipei","圖資資訊","109","bike_lanes","自行車道","","0","","false","","交通局交工處","除可以在地圖頁面概覽臺北市自行車道與其相關資訊，也建議與其他組件之圖資套疊，在交叉比對中發掘洞見。","顯示臺北市當前市區與河濱自行車道分布。","https://data.taipei/dataset/detail?id=89202d05-0e3e-4781-a04f-45327bf12b30;https://data.taipei/dataset/detail?id=4fefd1b3-58b9-4dab-af00-724c715b0c58","doit"
"圖資資訊","taipei","map-layers-taipei","圖資資訊","91","bus_station","公車站","","0","","false","","交通局","除可以在地圖頁面概覽臺北市公車站與其相關資訊，也建議與其他組件之圖資套疊，在交叉比對中發掘洞見。","顯示臺北市當前公車站分布。","https://tdx.transportdata.tw/api-service/swagger/basic/30bc573f-0d73-47f2-ac3c-37c798b86d37#/Bus/TransportNetwork_03010","doit"
"圖資資訊","taipei","map-layers-taipei","圖資資訊","105","sidewalk","人行道分布","","0","","false","","工務局新工處","除可以在地圖頁面概覽臺北市人行道分布與其相關資訊，也建議與其他組件之圖資套疊，在交叉比對中發掘洞見。","顯示臺北市當前人行道分布。","https://data.taipei/dataset/detail?id=715d3a83-8445-4496-b6bf-b0900538b7e7","doit"
"圖資資訊","taipei","map-layers-taipei","圖資資訊","30","building_unsued","閒置市有財產","","0","","false","6 month","財政局","除可以在地圖頁面概覽臺北市閒置市有財產與其相關資訊，也建議與其他組件之圖資套疊，在交叉比對中發掘洞見。","顯示臺北市當前閒置市有財產。","https://data.taipei/dataset/detail?id=020bc1fc-34ff-4caa-ab1b-4267bd0bf386;https://data.taipei/dataset/detail?id=feaa5be3-0c43-4f0b-a46f-8a57cfd75d7a;https://data.taipei/dataset/detail?id=1cebd2e1-df54-4508-97f7-3217753c6d32","doit"
"圖資資訊","taipei","map-layers-taipei","圖資資訊","115","soil_liquefaction","土壤液化潛勢","","0","","false","","工務局","除可以在地圖頁面概覽臺北市土壤液化潛勢與其相關資訊，也建議與其他組件之圖資套疊，在交叉比對中發掘洞見。","顯示臺北市當前高、中、低土壤液化潛勢地區。","https://data.taipei/dataset/detail?id=ec40e067-930f-4058-b7dc-71399d5f3147","doit"
